Store id,Cogs,Date,Market Size,Regional Performance,Marketing,Product Line,Product Type,Product,Profit,Sales,State,Target COGS,Target Profit,Target Sales,Other Expenses,Total Sales,Total Profit,ProftMargin,Marketing spend,Actual Variance,Cost of Goods Sold (COGS), ROI on Marketing,Product Category,COGS overview, Revenue (Sales)
959,79,01-10-2012,Small Market,East,30,Leaves,Herbal Tea,Lemon,34,177,Connecticut,40,30,90,64,#REF!,#REF!,19%,30,87,39,1.133333333,Low Profit,79,177
860,65,01-10-2012,Small Market,East,20,Leaves,Herbal Tea,Mint,35,142,Connecticut,30,50,80,42,#REF!,#REF!,25%,20,62,35,1.75,Low Profit,65,142
262,46,01-10-2012,Small Market,Central,14,Leaves,Tea,Darjeeling,30,113,Wisconsin,20,40,70,37,#REF!,#REF!,27%,14,43,26,2.142857143,Low Profit,46,113
715,60,01-10-2012,Small Market,Central,54,Leaves,Tea,Earl Grey,0,144,Wisconsin,40,0,90,84,#REF!,#REF!,0%,54,54,20,0,Low Profit,60,144
206,60,01-10-2012,Small Market,West,18,Leaves,Tea,Darjeeling,57,159,Washington,20,40,70,42,#REF!,#REF!,36%,18,89,40,3.166666667,Low Profit,60,159
773,40,01-11-2012,Major Market,Central,13,Leaves,Herbal Tea,Lemon,27,92,Illinois,30,30,80,25,#REF!,#REF!,29%,13,12,10,2.076923077,Low Profit,40,92
614,36,01-11-2012,Major Market,Central,10,Leaves,Herbal Tea,Lemon,30,88,Ohio,30,40,80,22,#REF!,#REF!,34%,10,8,6,3,Low Profit,36,88
617,55,01-11-2012,Major Market,East,20,Leaves,Herbal Tea,Lemon,15,124,Massachusetts,40,20,90,54,#REF!,#REF!,12%,20,34,15,0.75,Low Profit,55,124
707,40,01-11-2012,Major Market,West,13,Leaves,Herbal Tea,Mint,27,92,California,30,30,80,25,#REF!,#REF!,29%,13,12,10,2.076923077,Low Profit,40,92
352,28,01-11-2012,Major Market,East,7,Leaves,Tea,Darjeeling,23,70,Florida,20,40,70,19,#REF!,#REF!,33%,7,0,8,3.285714286,Low Profit,28,70
561,31,01-11-2012,Major Market,East,8,Leaves,Tea,Green Tea,28,78,Florida,30,40,80,19,#REF!,#REF!,36%,8,-2,1,3.5,Low Profit,31,78
351,32,01-11-2012,Major Market,East,8,Leaves,Tea,Green Tea,29,80,Massachusetts,30,40,80,19,#REF!,#REF!,36%,8,0,2,3.625,Low Profit,32,80
650,50,01-11-2012,Major Market,West,14,Leaves,Tea,Earl Grey,47,123,California,30,40,80,26,#REF!,#REF!,38%,14,43,20,3.357142857,Low Profit,50,123
712,0,01-11-2012,Small Market,Central,0,Beans,Espresso,Decaf Espresso,31,43,Iowa,0,40,50,12,#REF!,#REF!,72%,0,-7,0,#DIV/0!,Low Profit,0,43
505,82,01-11-2012,Small Market,South,25,Beans,Coffee,Decaf Irish Cream,-8,122,New Mexico,90,10,140,48,#REF!,#REF!,-7%,25,-18,-8,-0.32,Low Profit,82,122
515,22,01-11-2012,Small Market,Central,6,Beans,Espresso,Caffe Mocha,16,56,Iowa,20,40,70,18,#REF!,#REF!,29%,6,-14,2,2.666666667,Low Profit,22,56
505,44,01-11-2012,Small Market,South,40,Beans,Espresso,Caffe Mocha,-7,106,New Mexico,30,0,80,69,#REF!,#REF!,-7%,40,26,14,-0.175,Low Profit,44,106
775,33,01-11-2012,Small Market,West,12,Beans,Coffee,Colombian,-4,74,Nevada,30,10,80,45,#REF!,#REF!,-5%,12,-6,3,-0.333333333,Low Profit,33,74
573,44,01-11-2012,Small Market,Central,40,Leaves,Herbal Tea,Chamomile,-8,106,Missouri,40,0,90,70,#REF!,#REF!,-8%,40,16,4,-0.2,Low Profit,44,106
262,31,01-11-2012,Small Market,Central,8,Leaves,Herbal Tea,Lemon,27,78,Wisconsin,20,40,70,20,#REF!,#REF!,35%,8,8,11,3.375,Low Profit,31,78
475,69,01-11-2012,Small Market,East,21,Leaves,Herbal Tea,Mint,38,150,Connecticut,50,30,100,43,#REF!,#REF!,25%,21,50,19,1.80952381,Low Profit,69,150
262,49,01-11-2012,Small Market,Central,15,Leaves,Tea,Darjeeling,33,120,Wisconsin,40,20,90,38,#REF!,#REF!,28%,15,30,9,2.2,Low Profit,49,120
206,49,01-11-2012,Small Market,West,15,Leaves,Tea,Earl Grey,34,120,Washington,30,30,80,37,#REF!,#REF!,28%,15,40,19,2.266666667,Low Profit,49,120
970,43,01-12-2012,Major Market,Central,14,Beans,Coffee,Colombian,29,99,Colorado,40,30,90,27,#REF!,#REF!,29%,14,9,3,2.071428571,Low Profit,43,99
614,41,01-12-2012,Major Market,Central,13,Beans,Coffee,Colombian,24,101,Ohio,40,20,90,36,#REF!,#REF!,24%,13,11,1,1.846153846,Low Profit,41,101
339,47,01-12-2012,Major Market,East,42,Beans,Espresso,Caffe Mocha,-20,99,Massachusetts,40,-10,90,72,#REF!,#REF!,-20%,42,9,7,-0.476190476,Low Profit,47,99
773,43,01-12-2012,Major Market,Central,14,Leaves,Herbal Tea,Lemon,29,99,Illinois,40,30,90,27,#REF!,#REF!,29%,14,9,3,2.071428571,Low Profit,43,99
805,43,01-12-2012,Major Market,West,14,Leaves,Herbal Tea,Mint,29,99,California,40,30,90,27,#REF!,#REF!,29%,14,9,3,2.071428571,Low Profit,43,99
303,46,01-12-2012,Major Market,Central,17,Leaves,Tea,Darjeeling,6,103,Colorado,30,10,80,51,#REF!,#REF!,6%,17,23,16,0.352941176,Low Profit,46,103
303,53,01-12-2012,Major Market,Central,16,Leaves,Tea,Earl Grey,26,116,Colorado,40,20,90,37,#REF!,#REF!,22%,16,26,13,1.625,Low Profit,53,116
617,33,01-12-2012,Major Market,East,9,Leaves,Tea,Darjeeling,29,82,Massachusetts,30,40,80,20,#REF!,#REF!,35%,9,2,3,3.222222222,Low Profit,33,82
863,34,01-12-2012,Major Market,East,9,Leaves,Tea,Green Tea,30,85,Florida,30,40,80,21,#REF!,#REF!,35%,9,5,4,3.333333333,Low Profit,34,85
641,0,01-12-2012,Small Market,Central,0,Beans,Espresso,Decaf Espresso,32,43,Iowa,0,40,50,11,#REF!,#REF!,74%,0,-7,0,#DIV/0!,Low Profit,0,43
225,43,01-12-2012,Small Market,South,13,Beans,Espresso,Decaf Espresso,27,106,Louisiana,30,20,80,36,#REF!,#REF!,25%,13,26,13,2.076923077,Low Profit,43,106
702,31,01-12-2012,Small Market,West,9,Beans,Coffee,Decaf Irish Cream,8,69,Nevada,30,30,80,30,#REF!,#REF!,12%,9,-11,1,0.888888889,Low Profit,31,69
515,23,01-12-2012,Small Market,Central,6,Beans,Espresso,Caffe Mocha,17,58,Iowa,20,40,70,18,#REF!,#REF!,29%,6,-12,3,2.833333333,Low Profit,23,58
985,41,01-12-2012,Small Market,South,12,Beans,Espresso,Caffe Mocha,31,107,Louisiana,30,20,80,35,#REF!,#REF!,29%,12,27,11,2.583333333,Low Profit,41,107
971,46,01-12-2012,Small Market,West,17,Beans,Espresso,Caffe Latte,6,103,Oregon,40,10,90,51,#REF!,#REF!,6%,17,13,6,0.352941176,Low Profit,46,103
262,43,01-12-2012,Small Market,Central,13,Leaves,Tea,Darjeeling,28,106,Wisconsin,30,20,80,35,#REF!,#REF!,26%,13,26,13,2.153846154,Low Profit,43,106
959,33,01-12-2012,Small Market,East,9,Leaves,Tea,Green Tea,28,82,Connecticut,30,40,80,21,#REF!,#REF!,34%,9,2,3,3.111111111,Low Profit,33,82
435,49,01-12-2012,Small Market,West,44,Leaves,Tea,Darjeeling,-4,118,Utah,30,0,80,73,#REF!,#REF!,-3%,44,38,19,-0.090909091,Low Profit,49,118
360,55,01-12-2012,Small Market,West,49,Leaves,Tea,Green Tea,-3,131,Washington,40,-10,90,79,#REF!,#REF!,-2%,49,41,15,-0.06122449,Low Profit,55,131
303,39,01-10-2013,Major Market,Central,12,Beans,Coffee,Colombian,40,96,Colorado,30,50,80,24,#REF!,#REF!,42%,12,16,9,3.333333333,Low Profit,39,96
904,80,01-10-2013,Major Market,East,24,Leaves,Herbal Tea,Mint,71,185,Florida,40,40,90,46,#REF!,#REF!,38%,24,95,40,2.958333333,Low Profit,80,185
720,54,01-10-2013,Major Market,Central,20,Leaves,Tea,Darjeeling,19,128,Colorado,30,30,80,53,#REF!,#REF!,15%,20,48,24,0.95,Low Profit,54,128
970,54,01-10-2013,Major Market,Central,16,Leaves,Tea,Earl Grey,40,126,Colorado,30,40,80,37,#REF!,#REF!,32%,16,46,24,2.5,Low Profit,54,126
978,27,01-10-2013,Major Market,East,7,Leaves,Tea,Darjeeling,30,70,Massachusetts,20,50,70,19,#REF!,#REF!,43%,7,0,7,4.285714286,Low Profit,27,70
626,76,01-10-2013,Major Market,West,21,Leaves,Tea,Earl Grey,117,199,California,30,50,80,32,#REF!,#REF!,59%,21,119,46,5.571428571,High Profit,76,199
262,22,01-10-2013,Small Market,Central,7,Beans,Espresso,Decaf Espresso,15,54,Wisconsin,20,50,70,19,#REF!,#REF!,28%,7,-16,2,2.142857143,Low Profit,22,54
641,23,01-10-2013,Small Market,Central,6,Beans,Espresso,Caffe Mocha,27,62,Iowa,20,50,70,17,#REF!,#REF!,44%,6,-8,3,4.5,Low Profit,23,62
203,79,01-10-2013,Small Market,East,30,Leaves,Herbal Tea,Lemon,50,189,Connecticut,40,30,90,64,#REF!,#REF!,26%,30,99,39,1.666666667,Low Profit,79,189
203,65,01-10-2013,Small Market,East,20,Leaves,Herbal Tea,Mint,52,151,Connecticut,30,50,80,42,#REF!,#REF!,34%,20,71,35,2.6,Low Profit,65,151
262,46,01-10-2013,Small Market,Central,14,Leaves,Tea,Darjeeling,45,120,Wisconsin,20,40,70,37,#REF!,#REF!,38%,14,50,26,3.214285714,Low Profit,46,120
262,60,01-10-2013,Small Market,Central,54,Leaves,Tea,Earl Grey,0,153,Wisconsin,40,0,90,84,#REF!,#REF!,0%,54,63,20,0,Low Profit,60,153
425,60,01-10-2013,Small Market,West,18,Leaves,Tea,Darjeeling,85,169,Washington,20,40,70,42,#REF!,#REF!,50%,18,99,40,4.722222222,Low Profit,60,169
312,40,01-11-2013,Major Market,Central,13,Leaves,Herbal Tea,Lemon,40,98,Illinois,30,30,80,25,#REF!,#REF!,41%,13,18,10,3.076923077,Low Profit,40,98
419,36,01-11-2013,Major Market,Central,10,Leaves,Herbal Tea,Lemon,45,94,Ohio,30,40,80,22,#REF!,#REF!,48%,10,14,6,4.5,Low Profit,36,94
857,55,01-11-2013,Major Market,East,20,Leaves,Herbal Tea,Lemon,22,132,Massachusetts,40,20,90,54,#REF!,#REF!,17%,20,42,15,1.1,Low Profit,55,132
323,40,01-11-2013,Major Market,West,13,Leaves,Herbal Tea,Mint,40,98,California,30,30,80,25,#REF!,#REF!,41%,13,18,10,3.076923077,Low Profit,40,98
352,28,01-11-2013,Major Market,East,7,Leaves,Tea,Darjeeling,34,75,Florida,20,40,70,19,#REF!,#REF!,45%,7,5,8,4.857142857,Low Profit,28,75
904,31,01-11-2013,Major Market,East,8,Leaves,Tea,Green Tea,42,83,Florida,30,40,80,19,#REF!,#REF!,51%,8,3,1,5.25,Low Profit,31,83
978,32,01-11-2013,Major Market,East,8,Leaves,Tea,Green Tea,43,85,Massachusetts,30,40,80,19,#REF!,#REF!,51%,8,5,2,5.375,Low Profit,32,85
760,50,01-11-2013,Major Market,West,14,Leaves,Tea,Earl Grey,70,131,California,30,40,80,26,#REF!,#REF!,53%,14,51,20,5,Low Profit,50,131
515,0,01-11-2013,Small Market,Central,0,Beans,Espresso,Decaf Espresso,46,46,Iowa,0,40,50,12,#REF!,#REF!,100%,0,-4,0,#DIV/0!,Low Profit,0,46
505,82,01-11-2013,Small Market,South,25,Beans,Coffee,Decaf Irish Cream,-12,130,New Mexico,90,10,140,48,#REF!,#REF!,-9%,25,-10,-8,-0.48,Low Profit,82,130
515,22,01-11-2013,Small Market,Central,6,Beans,Espresso,Caffe Mocha,24,60,Iowa,20,40,70,18,#REF!,#REF!,40%,6,-10,2,4,Low Profit,22,60
505,44,01-11-2013,Small Market,South,40,Beans,Espresso,Caffe Mocha,-10,113,New Mexico,30,0,80,69,#REF!,#REF!,-9%,40,33,14,-0.25,Low Profit,44,113
775,33,01-11-2013,Small Market,West,12,Beans,Coffee,Colombian,-6,79,Nevada,30,10,80,45,#REF!,#REF!,-8%,12,-1,3,-0.5,Low Profit,33,79
314,44,01-11-2013,Small Market,Central,40,Leaves,Herbal Tea,Chamomile,-12,113,Missouri,40,0,90,70,#REF!,#REF!,-11%,40,23,4,-0.3,Low Profit,44,113
715,31,01-11-2013,Small Market,Central,8,Leaves,Herbal Tea,Lemon,40,83,Wisconsin,20,40,70,20,#REF!,#REF!,48%,8,13,11,5,Low Profit,31,83
959,69,01-11-2013,Small Market,East,21,Leaves,Herbal Tea,Mint,56,160,Connecticut,50,30,100,43,#REF!,#REF!,35%,21,60,19,2.666666667,Low Profit,69,160
715,49,01-11-2013,Small Market,Central,15,Leaves,Tea,Darjeeling,49,128,Wisconsin,40,20,90,38,#REF!,#REF!,38%,15,38,9,3.266666667,Low Profit,49,128
206,49,01-11-2013,Small Market,West,15,Leaves,Tea,Earl Grey,50,128,Washington,30,30,80,37,#REF!,#REF!,39%,15,48,19,3.333333333,Low Profit,49,128
970,43,01-12-2013,Major Market,Central,14,Beans,Coffee,Colombian,43,106,Colorado,40,30,90,27,#REF!,#REF!,41%,14,16,3,3.071428571,Low Profit,43,106
330,41,01-12-2013,Major Market,Central,13,Beans,Coffee,Colombian,36,108,Ohio,40,20,90,36,#REF!,#REF!,33%,13,18,1,2.769230769,Low Profit,41,108
978,47,01-12-2013,Major Market,East,42,Beans,Espresso,Caffe Mocha,-30,106,Massachusetts,40,-10,90,72,#REF!,#REF!,-28%,42,16,7,-0.714285714,Low Profit,47,106
312,43,01-12-2013,Major Market,Central,14,Leaves,Herbal Tea,Lemon,43,106,Illinois,40,30,90,27,#REF!,#REF!,41%,14,16,3,3.071428571,Low Profit,43,106
323,43,01-12-2013,Major Market,West,14,Leaves,Herbal Tea,Mint,43,106,California,40,30,90,27,#REF!,#REF!,41%,14,16,3,3.071428571,Low Profit,43,106
303,46,01-12-2013,Major Market,Central,17,Leaves,Tea,Darjeeling,9,110,Colorado,30,10,80,51,#REF!,#REF!,8%,17,30,16,0.529411765,Low Profit,46,110
970,53,01-12-2013,Major Market,Central,16,Leaves,Tea,Earl Grey,39,124,Colorado,40,20,90,37,#REF!,#REF!,31%,16,34,13,2.4375,Low Profit,53,124
978,33,01-12-2013,Major Market,East,9,Leaves,Tea,Darjeeling,43,87,Massachusetts,30,40,80,20,#REF!,#REF!,49%,9,7,3,4.777777778,Low Profit,33,87
321,34,01-12-2013,Major Market,East,9,Leaves,Tea,Green Tea,45,91,Florida,30,40,80,21,#REF!,#REF!,49%,9,11,4,5,Low Profit,34,91
563,0,01-12-2013,Small Market,Central,0,Beans,Espresso,Decaf Espresso,47,46,Iowa,0,40,50,11,#REF!,#REF!,102%,0,-4,0,#DIV/0!,Low Profit,0,46
318,43,01-12-2013,Small Market,South,13,Beans,Espresso,Decaf Espresso,40,113,Louisiana,30,20,80,36,#REF!,#REF!,35%,13,33,13,3.076923077,Low Profit,43,113
775,31,01-12-2013,Small Market,West,9,Beans,Coffee,Decaf Irish Cream,12,74,Nevada,30,30,80,30,#REF!,#REF!,16%,9,-6,1,1.333333333,Low Profit,31,74
515,23,01-12-2013,Small Market,Central,6,Beans,Espresso,Caffe Mocha,25,62,Iowa,20,40,70,18,#REF!,#REF!,40%,6,-8,3,4.166666667,Low Profit,23,62
225,41,01-12-2013,Small Market,South,12,Beans,Espresso,Caffe Mocha,46,114,Louisiana,30,20,80,35,#REF!,#REF!,40%,12,34,11,3.833333333,Low Profit,41,114
971,46,01-12-2013,Small Market,West,17,Beans,Espresso,Caffe Latte,9,110,Oregon,40,10,90,51,#REF!,#REF!,8%,17,20,6,0.529411765,Low Profit,46,110
262,43,01-12-2013,Small Market,Central,13,Leaves,Tea,Darjeeling,42,113,Wisconsin,30,20,80,35,#REF!,#REF!,37%,13,33,13,3.230769231,Low Profit,43,113
959,33,01-12-2013,Small Market,East,9,Leaves,Tea,Green Tea,42,87,Connecticut,30,40,80,21,#REF!,#REF!,48%,9,7,3,4.666666667,Low Profit,33,87
435,49,01-12-2013,Small Market,West,44,Leaves,Tea,Darjeeling,-6,126,Utah,30,0,80,73,#REF!,#REF!,-5%,44,46,19,-0.136363636,Low Profit,49,126
509,55,01-12-2013,Small Market,West,49,Leaves,Tea,Green Tea,-4,140,Washington,40,-10,90,79,#REF!,#REF!,-3%,49,50,15,-0.081632653,Low Profit,55,140
630,39,01-10-2012,Major Market,Central,12,Leaves,Herbal Tea,Lemon,27,90,Illinois,20,40,60,24,#REF!,#REF!,30%,12,30,19,2.25,Low Profit,39,90
209,39,01-10-2012,Major Market,West,12,Leaves,Herbal Tea,Mint,26,90,California,20,40,60,25,#REF!,#REF!,29%,12,30,19,2.166666667,Low Profit,39,90
505,86,01-10-2012,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-26,109,New Mexico,110,10,150,49,#REF!,#REF!,-24%,26,-41,-24,-1,Low Profit,86,109
318,46,01-10-2012,Small Market,South,14,Beans,Espresso,Decaf Espresso,30,113,Louisiana,20,40,60,37,#REF!,#REF!,27%,14,53,26,2.142857143,Low Profit,46,113
515,31,01-10-2012,Small Market,Central,9,Beans,Coffee,Colombian,7,68,Iowa,20,30,60,30,#REF!,#REF!,10%,9,8,11,0.777777778,Low Profit,31,68
505,45,01-10-2012,Small Market,South,41,Beans,Espresso,Caffe Mocha,-6,109,New Mexico,20,10,60,70,#REF!,#REF!,-6%,41,49,25,-0.146341463,Low Profit,45,109
801,32,01-10-2012,Small Market,West,8,Beans,Espresso,Caffe Latte,28,79,Utah,20,40,60,19,#REF!,#REF!,35%,8,19,12,3.5,Low Profit,32,79
505,31,01-10-2012,Small Market,South,9,Leaves,Herbal Tea,Lemon,6,68,New Mexico,10,30,50,31,#REF!,#REF!,9%,9,18,21,0.666666667,Low Profit,31,68
636,39,01-10-2012,Small Market,Central,12,Leaves,Tea,Darjeeling,13,92,Missouri,20,30,60,40,#REF!,#REF!,14%,12,32,19,1.083333333,Low Profit,39,92
959,24,01-10-2012,Small Market,East,6,Leaves,Tea,Green Tea,18,60,Connecticut,20,40,60,18,#REF!,#REF!,30%,6,0,4,3,Low Profit,24,60
603,0,01-10-2012,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,40,40,11,#REF!,#REF!,74%,0,3,0,#DIV/0!,Low Profit,0,43
801,45,01-10-2012,Small Market,West,41,Leaves,Tea,Darjeeling,-6,109,Utah,10,20,50,70,#REF!,#REF!,-6%,41,59,35,-0.146341463,Low Profit,45,109
206,60,01-10-2012,Small Market,West,54,Leaves,Tea,Green Tea,0,144,Washington,20,10,60,84,#REF!,#REF!,0%,54,84,40,0,Low Profit,60,144
937,32,01-11-2012,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,29,80,Ohio,30,30,70,19,#REF!,#REF!,36%,8,10,2,3.625,Low Profit,32,80
407,54,01-11-2012,Major Market,East,20,Leaves,Herbal Tea,Lemon,13,121,Florida,40,10,80,54,#REF!,#REF!,11%,20,41,14,0.65,Low Profit,54,121
715,22,01-11-2012,Small Market,Central,7,Beans,Espresso,Decaf Espresso,11,52,Wisconsin,20,30,60,19,#REF!,#REF!,21%,7,-8,2,1.571428571,Low Profit,22,52
505,35,01-11-2012,Small Market,South,11,Beans,Espresso,Decaf Espresso,8,82,New Mexico,20,20,60,39,#REF!,#REF!,10%,11,22,15,0.727272727,Low Profit,35,82
775,29,01-11-2012,Small Market,West,8,Beans,Coffee,Decaf Irish Cream,5,64,Nevada,30,20,70,30,#REF!,#REF!,8%,8,-6,-1,0.625,Low Profit,29,64
563,29,01-11-2012,Small Market,Central,8,Beans,Coffee,Colombian,5,64,Iowa,20,20,60,30,#REF!,#REF!,8%,8,4,9,0.625,Low Profit,29,64
603,34,01-11-2012,Small Market,East,12,Beans,Espresso,Regular Espresso,-3,76,New Hampshire,30,0,70,45,#REF!,#REF!,-4%,12,6,4,-0.25,Low Profit,34,76
918,32,01-11-2012,Small Market,South,8,Beans,Espresso,Caffe Mocha,29,80,Oklahoma,20,30,60,19,#REF!,#REF!,36%,8,20,12,3.625,Low Profit,32,80
775,0,01-11-2012,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,30,40,12,#REF!,#REF!,72%,0,3,0,#DIV/0!,Low Profit,0,43
435,33,01-11-2012,Small Market,West,9,Beans,Espresso,Caffe Latte,27,81,Utah,30,30,70,21,#REF!,#REF!,33%,9,11,3,3,Low Profit,33,81
573,82,01-11-2012,Small Market,Central,25,Leaves,Herbal Tea,Lemon,-9,122,Missouri,70,0,110,49,#REF!,#REF!,-7%,25,12,12,-0.36,Low Profit,82,122
801,82,01-11-2012,Small Market,West,25,Leaves,Herbal Tea,Mint,-8,122,Utah,70,0,110,48,#REF!,#REF!,-7%,25,12,12,-0.32,Low Profit,82,122
417,35,01-11-2012,Small Market,Central,11,Leaves,Tea,Darjeeling,9,82,Missouri,20,10,60,38,#REF!,#REF!,11%,11,22,15,0.818181818,Low Profit,35,82
636,34,01-11-2012,Small Market,Central,12,Leaves,Tea,Earl Grey,-3,76,Missouri,20,0,60,45,#REF!,#REF!,-4%,12,16,14,-0.25,Low Profit,34,76
314,33,01-11-2012,Small Market,Central,12,Leaves,Tea,Green Tea,-4,74,Missouri,20,0,60,45,#REF!,#REF!,-5%,12,14,13,-0.333333333,Low Profit,33,74
603,0,01-11-2012,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,30,40,11,#REF!,#REF!,74%,0,3,0,#DIV/0!,Low Profit,0,43
435,44,01-11-2012,Small Market,West,40,Leaves,Tea,Darjeeling,-7,106,Utah,30,-10,70,69,#REF!,#REF!,-7%,40,36,14,-0.175,Low Profit,44,106
937,29,01-12-2012,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,25,73,Ohio,20,30,60,19,#REF!,#REF!,34%,8,13,9,3.125,Low Profit,29,73
330,33,01-12-2012,Major Market,Central,9,Leaves,Herbal Tea,Lemon,29,82,Ohio,30,30,70,20,#REF!,#REF!,35%,9,12,3,3.222222222,Low Profit,33,82
508,46,01-12-2012,Major Market,East,17,Leaves,Herbal Tea,Lemon,7,103,Massachusetts,30,10,70,50,#REF!,#REF!,7%,17,33,16,0.411764706,Low Profit,46,103
813,30,01-12-2012,Major Market,East,8,Leaves,Tea,Darjeeling,26,75,Florida,30,30,70,19,#REF!,#REF!,35%,8,5,0,3.25,Low Profit,30,75
857,29,01-12-2012,Major Market,East,8,Leaves,Tea,Green Tea,25,73,Massachusetts,30,30,70,19,#REF!,#REF!,34%,8,3,-1,3.125,Low Profit,29,73
262,24,01-12-2012,Small Market,Central,7,Beans,Espresso,Decaf Espresso,13,56,Wisconsin,30,30,70,19,#REF!,#REF!,23%,7,-14,-6,1.857142857,Low Profit,24,56
702,0,01-12-2012,Small Market,West,0,Beans,Espresso,Caffe Latte,31,43,Nevada,0,30,40,12,#REF!,#REF!,72%,0,3,0,#DIV/0!,Low Profit,0,43
435,31,01-12-2012,Small Market,West,8,Beans,Espresso,Caffe Latte,26,77,Utah,30,30,70,20,#REF!,#REF!,34%,8,7,1,3.25,Low Profit,31,77
715,34,01-12-2012,Small Market,Central,9,Leaves,Herbal Tea,Lemon,30,85,Wisconsin,30,30,70,21,#REF!,#REF!,35%,9,15,4,3.333333333,Low Profit,34,85
603,39,01-12-2012,Small Market,East,14,Leaves,Herbal Tea,Lemon,2,88,New Hampshire,20,10,60,47,#REF!,#REF!,2%,14,28,19,0.142857143,Low Profit,39,88
505,31,01-12-2012,Small Market,South,9,Leaves,Herbal Tea,Lemon,7,69,New Mexico,20,20,60,31,#REF!,#REF!,10%,9,9,11,0.777777778,Low Profit,31,69
573,38,01-12-2012,Small Market,Central,12,Leaves,Tea,Darjeeling,11,89,Missouri,30,10,70,40,#REF!,#REF!,12%,12,19,8,0.916666667,Low Profit,38,89
636,39,01-12-2012,Small Market,Central,14,Leaves,Tea,Green Tea,2,88,Missouri,30,0,70,47,#REF!,#REF!,2%,14,18,9,0.142857143,Low Profit,39,88
603,0,01-12-2012,Small Market,East,0,Leaves,Tea,Green Tea,32,43,New Hampshire,0,30,40,11,#REF!,#REF!,74%,0,3,0,#DIV/0!,Low Profit,0,43
509,41,01-12-2012,Small Market,West,12,Leaves,Tea,Darjeeling,30,107,Washington,30,20,70,36,#REF!,#REF!,28%,12,37,11,2.5,Low Profit,41,107
801,38,01-12-2012,Small Market,West,12,Leaves,Tea,Earl Grey,12,89,Utah,20,10,60,39,#REF!,#REF!,13%,12,29,18,1,Low Profit,38,89
509,43,01-12-2012,Small Market,West,13,Leaves,Tea,Earl Grey,28,106,Washington,30,20,70,35,#REF!,#REF!,26%,13,36,13,2.153846154,Low Profit,43,106
312,39,01-10-2013,Major Market,Central,12,Leaves,Herbal Tea,Lemon,40,96,Illinois,20,40,60,24,#REF!,#REF!,42%,12,36,19,3.333333333,Low Profit,39,96
530,39,01-10-2013,Major Market,West,12,Leaves,Herbal Tea,Mint,39,96,California,20,40,60,25,#REF!,#REF!,41%,12,36,19,3.25,Low Profit,39,96
505,86,01-10-2013,Small Market,South,26,Beans,Coffee,Decaf Irish Cream,-39,116,New Mexico,110,10,150,49,#REF!,#REF!,-34%,26,-34,-24,-1.5,Low Profit,86,116
318,46,01-10-2013,Small Market,South,14,Beans,Espresso,Decaf Espresso,45,120,Louisiana,20,40,60,37,#REF!,#REF!,38%,14,60,26,3.214285714,Low Profit,46,120
515,31,01-10-2013,Small Market,Central,9,Beans,Coffee,Colombian,10,72,Iowa,20,30,60,30,#REF!,#REF!,14%,9,12,11,1.111111111,Low Profit,31,72
505,45,01-10-2013,Small Market,South,41,Beans,Espresso,Caffe Mocha,-9,116,New Mexico,20,10,60,70,#REF!,#REF!,-8%,41,56,25,-0.219512195,Low Profit,45,116
435,32,01-10-2013,Small Market,West,8,Beans,Espresso,Caffe Latte,42,84,Utah,20,40,60,19,#REF!,#REF!,50%,8,24,12,5.25,Low Profit,32,84
505,31,01-10-2013,Small Market,South,9,Leaves,Herbal Tea,Lemon,9,72,New Mexico,10,30,50,31,#REF!,#REF!,13%,9,22,21,1,Low Profit,31,72
314,39,01-10-2013,Small Market,Central,12,Leaves,Tea,Darjeeling,19,98,Missouri,20,30,60,40,#REF!,#REF!,19%,12,38,19,1.583333333,Low Profit,39,98
203,24,01-10-2013,Small Market,East,6,Leaves,Tea,Green Tea,27,64,Connecticut,20,40,60,18,#REF!,#REF!,42%,6,4,4,4.5,Low Profit,24,64
603,0,01-10-2013,Small Market,East,0,Leaves,Tea,Green Tea,47,46,New Hampshire,0,40,40,11,#REF!,#REF!,102%,0,6,0,#DIV/0!,Low Profit,0,46
435,45,01-10-2013,Small Market,West,41,Leaves,Tea,Darjeeling,-9,116,Utah,10,20,50,70,#REF!,#REF!,-8%,41,66,35,-0.219512195,Low Profit,45,116
206,60,01-10-2013,Small Market,West,54,Leaves,Tea,Green Tea,0,153,Washington,20,10,60,84,#REF!,#REF!,0%,54,93,40,0,Low Profit,60,153
440,32,01-11-2013,Major Market,Central,8,Leaves,Herbal Tea,Chamomile,43,85,Ohio,30,30,70,19,#REF!,#REF!,51%,8,15,2,5.375,Low Profit,32,85
561,54,01-11-2013,Major Market,East,20,Leaves,Herbal Tea,Lemon,19,129,Florida,40,10,80,54,#REF!,#REF!,15%,20,49,14,0.95,Low Profit,54,129
